ts,Open,High,Low,Close,Volume
2022-10-06,225.0,234.1,224.65,233.5,12794265.0
2022-10-07,233.0,233.55,227.8,229.7,14641226.0
2022-10-10,227.0,232.0,226.6,229.85,10850511.0
2022-10-11,230.95,230.95,224.0,225.45,19154733.0
2022-10-12,225.55,233.0,225.55,232.1,9256431.0
2022-10-13,232.2,235.6,231.1,234.55,7231788.0
2022-10-14,238.95,238.95,235.35,236.35,6240532.0
2022-10-17,236.35,238.55,232.9,238.0,5622995.0
2022-10-18,238.5,242.15,236.85,241.7,6673453.0
2022-10-19,242.0,243.0,237.0,238.2,13885551.0
2022-10-20,237.0,242.5,233.6,241.0,10753891.0
2022-10-21,241.0,241.35,238.05,238.7,3284933.0
2022-10-24,240.9,241.7,240.0,240.5,729686.0
2022-10-25,240.5,240.95,237.95,239.95,6976305.0
2022-10-27,240.95,241.6,239.0,240.9,6417866.0
2022-10-28,242.0,247.8,240.55,244.4,14075395.0
2022-10-31,246.0,247.5,243.55,245.95,8365022.0
2022-11-01,247.0,247.0,243.25,245.65,8812774.0
2022-11-02,245.65,249.6,242.15,245.8,14973519.0
2022-11-03,244.0,247.6,241.0,246.2,6754648.0
2022-11-04,246.7,248.7,245.5,246.05,5504798.0
2022-11-07,247.3,251.35,246.75,249.55,10509982.0
2022-11-09,255.5,263.4,254.55,255.8,40391223.0
2022-11-10,257.95,260.5,252.1,253.6,20832240.0
2022-11-11,258.8,258.9,252.4,253.25,20164848.0
2022-11-14,254.55,256.25,246.25,247.2,18748609.0
2022-11-15,234.4,238.85,230.6,232.15,20224409.0
2022-11-16,233.35,235.5,230.4,234.9,9763605.0
2022-11-17,234.75,234.75,231.0,232.4,5737037.0
2022-11-18,232.45,233.55,228.2,229.55,6412364.0
2022-11-21,229.0,230.4,226.7,229.45,6430376.0
2022-11-22,228.55,230.7,227.65,229.1,5885605.0
2022-11-23,230.0,231.1,229.0,230.6,5693093.0
2022-11-24,230.75,231.8,227.35,228.5,8197537.0
2022-11-25,229.65,233.65,227.8,231.4,10045026.0
2022-11-28,230.55,232.75,228.4,229.85,8146840.0
2022-11-29,230.2,231.3,226.35,227.2,6625675.0
2022-11-30,227.2,228.85,226.55,227.25,12154948.0
2022-12-01,228.4,230.4,224.9,226.1,22435760.0
2022-12-02,226.1,228.0,225.3,226.6,6324879.0
2022-12-05,226.6,231.8,226.5,231.25,8729893.0
2022-12-06,232.0,232.5,229.5,231.65,7394839.0
2022-12-07,232.15,232.15,228.7,229.75,4519199.0
2022-12-08,229.65,231.25,229.0,230.4,3135300.0
2022-12-09,231.2,232.35,227.8,228.85,4196447.0
2022-12-12,228.35,233.7,228.1,232.4,7881084.0
2022-12-13,233.4,234.45,231.1,231.55,4878301.0
2022-12-14,231.75,233.2,231.35,232.15,4730078.0
2022-12-15,231.9,232.6,227.7,228.2,5220495.0
2022-12-16,228.0,229.9,223.3,224.65,7756519.0
2022-12-19,224.65,227.85,224.5,227.3,4073194.0
2022-12-20,226.9,226.9,223.35,226.1,3784138.0
2022-12-21,226.5,227.7,222.05,223.85,3674521.0
2022-12-22,224.1,225.75,219.1,222.7,4753600.0
2022-12-23,220.0,222.9,214.2,215.05,6559315.0
2022-12-26,215.05,221.6,214.25,220.75,3116470.0
2022-12-27,222.0,222.9,219.65,221.25,2961718.0
2022-12-28,221.25,224.25,220.55,223.2,3015714.0
2022-12-29,220.8,224.35,220.45,221.65,4784105.0
2022-12-30,222.25,226.45,222.25,225.05,4102247.0
2023-01-02,226.75,227.2,224.15,224.75,4210225.0
2023-01-03,225.0,225.75,223.0,224.1,3643132.0
2023-01-04,224.35,224.5,216.25,217.15,9550461.0
2023-01-05,216.8,218.9,215.2,218.15,8815728.0
2023-01-06,219.0,219.9,212.0,214.25,12237065.0
2023-01-09,215.35,217.7,214.0,214.95,6967190.0
2023-01-10,215.0,217.3,214.2,216.75,5400260.0
2023-01-11,217.3,218.5,212.2,213.4,7637956.0
2023-01-12,215.5,217.0,212.8,213.9,7161675.0
2023-01-13,214.2,215.7,213.55,215.1,3671193.0
2023-01-16,215.5,215.9,212.45,213.75,3987352.0
2023-01-17,213.75,215.15,211.1,213.1,5871758.0
2023-01-18,213.85,217.35,213.2,216.85,6441530.0
2023-01-19,216.75,224.8,215.15,223.95,12938871.0
2023-01-20,224.85,229.25,222.75,227.0,13444947.0
2023-01-23,228.5,230.4,227.2,230.1,8736715.0
2023-01-24,230.2,232.0,227.2,227.6,4252051.0
2023-01-25,227.8,228.0,223.75,226.15,3855827.0
2023-01-27,227.0,227.65,219.3,222.4,6171667.0
2023-01-30,222.4,226.8,220.75,225.85,6172517.0
2023-01-31,225.0,228.35,223.9,224.85,7424552.0
2023-02-01,228.0,228.0,214.15,220.65,24008324.0
2023-02-02,221.0,221.7,217.0,217.65,6806578.0
2023-02-03,218.0,220.7,214.6,218.9,8776614.0
2023-02-06,219.2,220.35,215.65,219.6,5742322.0
2023-02-07,219.6,221.15,217.0,219.7,4907167.0
2023-02-08,214.75,217.15,214.15,215.5,6316867.0
2023-02-09,216.0,216.8,213.2,214.55,4383159.0
2023-02-10,214.0,214.4,210.95,211.5,4954439.0
2023-02-13,211.5,213.7,209.15,213.05,6142208.0
2023-02-14,213.05,214.3,211.1,211.75,6758731.0
2023-02-15,211.0,213.8,210.3,212.9,9612884.0
2023-02-16,213.5,216.5,213.1,215.45,13093683.0
2023-02-17,214.85,218.25,214.2,217.5,7243093.0
2023-02-20,217.85,218.95,215.95,218.3,8479587.0
2023-02-21,218.8,219.2,213.35,214.05,4655766.0
2023-02-22,214.55,215.85,211.6,211.85,6003852.0
2023-02-23,212.95,215.95,212.45,214.9,6219715.0
2023-02-24,216.0,217.3,214.7,217.05,5154174.0
2023-02-27,217.0,218.0,215.1,216.95,4841279.0
2023-02-28,216.6,216.95,212.0,215.4,6054079.0
2023-03-01,215.4,219.0,214.5,218.75,4510175.0
2023-03-02,218.75,224.45,217.35,222.85,11354939.0
2023-03-03,223.9,226.45,222.4,222.95,7087708.0
2023-03-06,222.95,225.5,221.75,225.05,4768920.0
2023-03-08,224.85,225.15,222.65,224.85,4269980.0
2023-03-09,224.85,226.95,223.65,224.8,4263402.0
2023-03-10,222.95,225.3,221.45,224.35,3670025.0
2023-03-13,224.2,225.75,219.35,220.8,3877405.0
2023-03-14,220.8,222.8,218.85,221.05,5723697.0
2023-03-15,221.95,223.2,219.6,219.9,2992093.0
2023-03-16,218.55,222.45,216.35,220.85,4988240.0
2023-03-17,222.0,225.95,220.1,221.65,15718726.0
2023-03-20,220.0,221.6,215.7,217.05,4243107.0
2023-03-21,218.15,218.95,215.95,217.05,3998735.0
2023-03-22,216.9,216.9,213.1,213.95,9674281.0
2023-03-23,213.15,214.75,212.4,213.35,4730789.0
2023-03-24,213.25,213.9,208.0,208.45,6607051.0
2023-03-27,208.5,210.2,207.6,208.4,4001454.0
2023-03-28,209.4,211.25,208.45,208.9,6156441.0
