ts,Open,High,Low,Close,Volume
2022-10-06,2598.05,2620.0,2581.6,2592.85,1409741.0
2022-10-07,2690.0,2745.0,2675.0,2730.5,5284617.0
2022-10-10,2710.0,2727.9,2658.0,2680.1,1290447.0
2022-10-11,2693.0,2694.0,2616.4,2624.5,1067492.0
2022-10-12,2630.0,2644.9,2606.0,2621.35,1131696.0
2022-10-13,2610.0,2628.0,2591.0,2598.65,1038678.0
2022-10-14,2640.0,2663.6,2607.75,2617.8,1326915.0
2022-10-17,2613.9,2634.9,2602.55,2625.0,1111132.0
2022-10-18,2638.15,2664.7,2623.15,2641.1,771818.0
2022-10-19,2654.35,2677.0,2640.0,2644.55,1001911.0
2022-10-20,2640.0,2644.0,2581.35,2631.5,1022574.0
2022-10-21,2650.0,2679.65,2640.05,2665.65,986404.0
2022-10-24,2697.0,2699.9,2679.15,2683.9,184577.0
2022-10-25,2697.35,2697.35,2662.0,2670.3,505731.0
2022-10-27,2700.0,2765.0,2680.0,2703.8,2117688.0
2022-10-28,2708.95,2738.9,2693.25,2736.4,1003106.0
2022-10-31,2750.0,2791.0,2738.25,2761.5,1144610.0
2022-11-01,2770.15,2784.0,2741.0,2754.95,890055.0
2022-11-02,2745.0,2747.35,2703.0,2728.45,1704914.0
2022-11-03,2705.0,2779.0,2705.0,2763.65,1227960.0
2022-11-04,2774.9,2781.45,2746.6,2769.7,1171839.0
2022-11-07,2772.0,2772.0,2706.3,2741.55,1825318.0
2022-11-09,2769.0,2769.0,2710.0,2718.1,1184557.0
2022-11-10,2710.0,2711.1,2628.0,2641.0,1198568.0
2022-11-11,2671.0,2694.4,2641.55,2651.8,833718.0
2022-11-14,2658.0,2665.0,2623.2,2629.8,565404.0
2022-11-15,2642.95,2669.15,2621.05,2656.65,1033255.0
2022-11-16,2659.0,2678.2,2630.0,2644.3,835054.0
2022-11-17,2638.0,2645.0,2576.0,2582.0,1265501.0
2022-11-18,2580.0,2583.4,2545.0,2565.8,1038626.0
2022-11-21,2552.0,2578.95,2539.65,2573.35,629021.0
2022-11-22,2580.0,2609.0,2561.0,2606.2,911940.0
2022-11-23,2614.95,2632.5,2590.8,2601.75,992788.0
2022-11-24,2611.0,2618.3,2592.5,2610.2,751949.0
2022-11-25,2620.0,2620.0,2586.0,2595.4,633015.0
2022-11-28,2584.4,2608.5,2579.0,2592.25,665149.0
2022-11-29,2597.15,2640.0,2595.05,2613.75,866496.0
2022-11-30,2613.75,2665.0,2604.2,2653.0,1569918.0
2022-12-01,2662.0,2665.0,2630.0,2638.7,539773.0
2022-12-02,2648.0,2651.4,2605.0,2617.9,731330.0
2022-12-05,2629.0,2629.95,2589.25,2615.65,747095.0
2022-12-06,2619.8,2624.0,2591.3,2617.0,706596.0
2022-12-07,2616.3,2623.75,2586.7,2596.85,712907.0
