ts,Open,High,Low,Close,Volume
2022-10-06,755.0,759.9,734.69,740.42,15100370.0
2022-10-07,738.55,740.78,727.23,734.52,9910610.0
2022-10-10,726.5,733.8,722.1,729.34,6530350.0
2022-10-11,730.7,735.25,717.26,720.28,7321350.0
2022-10-12,720.5,725.85,714.5,722.62,7407120.0
2022-10-13,722.05,722.6,711.47,715.17,6085820.0
2022-10-14,730.0,734.5,722.1,727.25,8389840.0
2022-10-17,725.5,737.23,721.7,735.52,6171720.0
2022-10-18,740.0,743.0,732.1,739.04,9069110.0
2022-10-19,741.7,744.0,735.0,738.04,6271670.0
2022-10-20,737.0,744.9,726.1,743.24,10252500.0
2022-10-21,749.0,749.0,715.31,719.28,23858740.0
2022-10-24,731.0,731.0,719.0,720.65,2276530.0
2022-10-25,724.26,724.26,709.0,710.29,9098280.0
2022-10-27,718.6,721.0,693.1,697.11,16413690.0
2022-10-28,700.0,709.0,698.0,700.69,8396350.0
2022-10-31,709.4,714.96,704.6,714.41,8189730.0
2022-11-01,719.7,723.6,716.0,720.95,7627010.0
2022-11-02,720.7,724.0,714.01,715.62,5858950.0
2022-11-03,710.5,719.5,709.21,712.16,6322930.0
2022-11-04,712.16,722.49,712.16,721.2,9219150.0
2022-11-07,724.81,725.07,711.1,719.01,7223940.0
2022-11-09,723.5,723.5,711.47,714.4,6894940.0
2022-11-10,715.8,716.5,696.46,697.51,10081600.0
2022-11-11,714.9,715.79,699.5,705.15,12332590.0
2022-11-14,705.49,710.7,700.11,702.58,8549890.0
2022-11-15,703.52,706.24,698.1,702.58,7195210.0
2022-11-16,701.1,703.49,685.26,689.51,13360920.0
2022-11-17,687.0,695.0,683.2,689.51,7338810.0
2022-11-18,690.99,692.8,675.0,679.15,13276340.0
2022-11-21,674.7,674.7,661.04,667.91,10717350.0
2022-11-22,668.03,672.78,666.03,668.51,9587450.0
2022-11-23,671.85,680.5,669.0,678.01,8936630.0
2022-11-24,681.4,683.99,673.73,677.14,7546100.0
2022-11-25,677.0,677.8,667.5,674.75,8590410.0
2022-11-28,672.9,683.28,672.86,677.75,6040540.0
2022-11-29,677.5,680.89,672.1,673.42,6817760.0
2022-11-30,673.5,675.42,667.8,672.1,14828310.0
2022-12-01,675.46,677.0,670.7,674.78,9816110.0
2022-12-02,673.02,674.2,664.7,667.58,14384470.0
2022-12-05,667.46,669.9,663.2,666.05,10290760.0
2022-12-06,667.44,673.5,663.2,669.86,8409800.0
2022-12-07,672.5,672.5,660.1,662.52,9609250.0
2022-12-08,668.0,668.0,656.0,658.2,11377390.0
2022-12-09,660.25,661.8,649.0,651.75,11312440.0
2022-12-12,650.81,653.9,639.2,650.65,11000070.0
2022-12-13,650.7,664.8,650.7,662.01,9585140.0
2022-12-14,665.8,668.86,662.66,665.52,6782830.0
2022-12-15,663.2,671.4,660.4,662.54,8576160.0
2022-12-16,659.0,669.53,656.0,659.69,8802020.0
2022-12-19,660.01,670.5,659.7,668.7,6594820.0
2022-12-20,666.0,669.89,658.5,664.29,6077140.0
2022-12-21,669.39,669.39,650.5,652.67,6222220.0
2022-12-22,657.0,657.5,640.7,649.07,8495510.0
2022-12-23,645.0,646.6,634.01,637.46,9942610.0
2022-12-26,637.47,646.99,630.0,643.37,5305020.0
